Timestamp,Voltage(V),Current(A),Frequency(Hz),Power(kW),Power Factor,Temperature(C),Fault Type
2026-05-17 11:42:48,188.85,15.75,48.65,2.19,0.74,47.12,LL Fault
2026-03-21 00:28:54,194.51,21.54,48.94,3.75,0.89,46.9,LL Fault
2026-04-20 03:38:51,230.77,6.43,49.91,1.46,0.98,26.02,Normal
2026-04-23 02:47:25,114.71,32.03,47.67,2.25,0.61,48.11,LLG Fault
2026-03-28 02:08:46,118.81,32.53,47.82,2.34,0.61,68.31,LLL Fault
2026-07-06 01:16:24,156.79,33.05,48.25,3.71,0.72,59.42,LLG Fault
2026-06-23 08:57:11,187.24,14.88,49.3,2.64,0.95,37.05,LG Fault
2026-03-15 15:49:47,101.17,44.35,47.04,3.03,0.68,63.11,LLL Fault
2026-04-20 10:16:09,155.4,16.67,48.69,1.89,0.73,41.84,LL Fault
2026-03-08 02:30:53,162.95,27.33,47.77,2.69,0.6,58.61,LLG Fault
2026-06-30 11:27:22,102.67,42.31,48.27,2.33,0.54,56.22,LLL Fault
2026-06-16 16:44:33,183.62,15.34,48.76,2.1,0.75,46.03,LL Fault
2026-06-03 16:19:42,187.44,14.0,49.11,2.22,0.85,35.24,LG Fault
2026-05-27 19:11:55,213.93,14.15,49.62,2.82,0.93,43.75,LG Fault
2026-06-21 05:22:28,230.37,5.66,50.0,1.28,0.99,30.42,Normal
2026-05-27 18:35:56,229.83,5.96,49.94,1.35,0.99,25.12,Normal
2026-06-19 13:17:12,228.88,5.12,49.92,1.15,0.98,34.69,Normal
2026-03-28 17:53:02,228.61,5.5,49.96,1.25,1.0,30.97,Normal
2026-06-29 19:49:52,181.47,24.57,49.38,3.94,0.88,54.51,LL Fault
2026-05-18 09:44:23,142.57,44.56,47.01,3.69,0.58,74.54,LLL Fault
2026-06-21 09:06:12,198.35,17.75,49.4,3.11,0.88,37.05,LG Fault
2026-06-08 10:08:02,197.17,18.21,49.73,3.22,0.9,43.63,LG Fault
2026-04-21 09:17:18,231.32,5.05,50.03,1.14,0.98,27.37,Normal
2026-01-07 19:37:39,228.73,7.43,50.09,1.68,0.99,28.73,Normal
2026-02-04 19:35:16,166.69,25.23,48.64,2.85,0.68,56.99,LLG Fault
2026-02-12 01:48:29,229.62,5.25,50.09,1.19,0.99,34.25,Normal
2026-04-20 11:59:57,196.22,12.02,49.46,2.01,0.85,35.49,LG Fault
2026-03-24 04:58:04,105.26,29.2,48.76,2.17,0.71,50.41,LLG Fault
2026-06-18 12:13:58,108.11,40.28,47.01,3.02,0.69,74.86,LLL Fault
2026-06-25 02:41:34,229.61,7.0,50.02,1.59,0.99,32.04,Normal
2026-06-14 15:16:55,228.53,6.37,50.03,1.43,0.98,34.81,Normal
2026-01-05 09:43:28,152.58,20.13,49.0,2.37,0.77,40.01,LL Fault
2026-04-10 08:30:54,171.8,34.92,47.9,3.61,0.6,59.82,LLG Fault
2026-03-26 23:08:00,120.56,25.66,48.83,2.26,0.73,49.91,LLG Fault
2026-01-02 13:50:19,107.34,38.24,47.07,2.56,0.62,66.66,LLL Fault
2026-06-04 07:33:36,231.73,6.7,50.1,1.53,0.99,27.09,Normal
2026-01-30 20:17:49,102.78,29.87,48.87,2.34,0.76,64.37,LLG Fault
2026-05-05 16:33:33,228.35,6.72,50.0,1.49,0.97,27.96,Normal
2026-03-11 05:05:51,147.42,31.58,48.94,3.56,0.76,63.84,LLG Fault
2026-04-10 05:46:24,127.48,43.44,48.05,3.07,0.55,60.86,LLL Fault
2026-05-25 05:36:38,179.95,16.45,49.12,2.21,0.75,52.42,LL Fault
2026-05-09 12:18:07,152.02,20.41,48.64,2.31,0.74,46.79,LL Fault
2026-03-01 10:32:58,164.98,19.76,49.08,2.61,0.8,42.92,LL Fault
2026-05-16 20:07:10,231.25,6.19,50.0,1.42,0.99,27.54,Normal
2026-05-12 01:36:38,228.92,5.19,49.98,1.16,0.97,25.21,Normal
2026-06-01 06:56:41,230.76,5.86,49.97,1.35,1.0,31.39,Normal
2026-02-02 02:42:01,191.97,18.9,49.31,3.1,0.85,35.91,LG Fault
2026-04-18 07:35:53,131.95,32.34,47.04,2.31,0.54,66.73,LLL Fault
2026-01-17 20:15:52,171.82,24.06,47.72,2.63,0.64,47.73,LLG Fault
2026-05-30 09:07:14,228.16,6.63,50.04,1.51,1.0,28.32,Normal
2026-04-28 09:47:55,178.39,15.84,48.72,2.26,0.8,52.84,LL Fault
2026-03-28 20:44:55,186.34,15.91,49.75,2.65,0.89,38.18,LG Fault
2026-06-11 15:21:02,190.01,17.02,49.2,2.82,0.87,38.33,LG Fault
2026-03-28 22:53:56,231.48,5.56,49.98,1.27,0.99,26.36,Normal
2026-04-01 07:58:38,160.29,27.78,48.75,3.36,0.76,59.39,LLG Fault
2026-04-22 10:45:58,192.71,17.9,49.35,3.01,0.87,42.25,LG Fault
2026-02-16 17:44:28,120.07,38.96,47.87,2.5,0.53,60.89,LLL Fault
2026-01-07 13:01:45,205.76,15.91,49.44,3.03,0.92,38.46,LG Fault
2026-05-27 17:06:04,145.92,24.84,47.69,2.74,0.76,59.91,LLG Fault
2026-07-08 04:22:39,130.73,40.23,47.34,3.08,0.59,64.6,LLL Fault
2026-03-17 07:39:54,144.91,26.78,48.66,2.95,0.76,59.88,LLG Fault
2026-04-06 09:50:05,228.49,7.18,49.95,1.63,0.99,25.0,Normal
2026-02-21 04:11:25,119.04,28.97,47.76,2.22,0.64,60.31,LLG Fault
2026-05-07 22:45:27,175.71,22.42,49.17,3.35,0.85,50.95,LL Fault
2026-01-21 19:08:01,105.42,24.71,47.58,1.71,0.66,56.91,LLG Fault
2026-02-10 02:20:26,170.12,23.97,48.91,3.06,0.75,51.8,LL Fault
2026-02-12 14:10:07,205.26,16.56,49.23,2.95,0.87,37.64,LG Fault
2026-05-30 01:55:34,228.37,7.67,50.03,1.73,0.99,34.24,Normal
2026-02-19 13:08:44,138.73,29.72,48.02,3.02,0.73,49.69,LLG Fault
2026-01-10 06:48:41,164.18,26.48,48.08,2.96,0.68,55.06,LLG Fault
2026-03-04 16:15:14,123.11,25.66,48.97,2.11,0.67,56.29,LLG Fault
2026-06-29 11:09:19,136.28,31.73,48.54,2.95,0.68,64.15,LLG Fault
2026-03-13 22:37:57,118.77,44.5,48.43,3.68,0.7,74.5,LLL Fault
2026-05-17 13:41:18,190.57,20.25,48.85,3.11,0.81,46.14,LL Fault
2026-05-01 04:11:39,230.28,5.45,49.96,1.23,0.98,32.39,Normal
2026-02-24 13:11:49,122.86,40.93,47.64,2.92,0.58,62.51,LLL Fault
2026-05-27 18:18:51,231.03,6.01,50.06,1.36,0.98,33.58,Normal
2026-05-09 14:23:38,151.81,19.84,49.14,2.24,0.74,40.55,LL Fault
2026-06-16 18:18:05,230.49,7.04,50.01,1.61,0.99,30.92,Normal
2026-04-07 01:58:40,219.48,14.14,49.52,2.62,0.84,37.14,LG Fault
2026-05-15 10:43:37,174.58,21.94,49.1,3.13,0.82,44.7,LL Fault
2026-06-03 07:20:11,178.11,24.08,47.59,3.2,0.75,55.07,LLG Fault
2026-03-30 03:06:37,150.25,30.65,47.73,3.32,0.72,50.28,LLG Fault
2026-02-26 19:11:51,177.6,28.67,48.77,3.1,0.61,63.93,LLG Fault
2026-03-17 01:41:44,217.7,19.98,49.76,3.99,0.92,37.44,LG Fault
2026-03-06 12:05:39,169.72,17.82,48.73,2.48,0.82,52.39,LL Fault
2026-05-17 20:05:34,93.51,31.86,47.36,2.02,0.68,73.16,LLL Fault
2026-03-20 22:26:02,128.13,37.91,47.85,2.79,0.57,63.97,LLL Fault
2026-01-30 13:02:11,134.71,37.76,47.35,2.57,0.5,59.53,LLL Fault
2026-04-02 04:50:44,172.54,31.66,48.01,3.31,0.61,58.66,LLG Fault
2026-04-22 09:38:18,231.27,6.86,50.03,1.55,0.98,31.19,Normal
2026-05-19 09:51:03,131.38,35.09,47.1,3.11,0.68,60.96,LLL Fault
2026-03-10 09:31:45,96.8,42.35,47.14,2.28,0.56,61.37,LLL Fault
2026-04-20 19:17:58,129.11,29.81,48.21,2.37,0.62,56.99,LLG Fault
2026-01-18 22:13:00,229.08,7.84,49.98,1.75,0.97,26.93,Normal
2026-05-01 04:40:54,145.42,21.98,48.68,1.98,0.62,49.84,LLG Fault
2026-05-23 11:02:53,229.32,7.67,50.06,1.73,0.98,29.84,Normal
2026-05-02 16:07:47,80.9,41.66,47.57,2.15,0.64,68.7,LLL Fault
2026-05-05 14:09:33,82.31,38.4,48.05,1.78,0.56,73.63,LLL Fault
2026-04-14 04:00:20,119.67,32.77,47.67,2.76,0.7,60.4,LLG Fault
2026-04-26 06:33:58,230.91,7.05,50.03,1.6,0.98,28.16,Normal
2026-06-27 14:32:18,140.37,24.79,48.78,2.19,0.63,45.17,LLG Fault
2026-06-05 11:29:38,162.42,19.03,48.73,2.57,0.83,40.88,LL Fault
2026-01-22 21:10:58,187.95,18.81,49.41,2.64,0.75,46.66,LL Fault
2026-06-11 00:29:32,201.61,17.59,49.16,2.85,0.8,40.01,LG Fault
2026-05-18 21:17:46,183.65,12.74,49.3,2.04,0.87,35.75,LG Fault
2026-01-12 16:47:41,159.75,28.75,48.49,3.43,0.75,61.06,LLG Fault
2026-01-15 22:09:48,95.47,44.64,48.01,2.6,0.61,68.92,LLL Fault
2026-03-16 13:51:29,214.49,18.55,49.7,3.47,0.87,37.78,LG Fault
2026-01-12 22:48:54,127.76,25.35,48.46,2.47,0.76,61.06,LLG Fault
2026-05-16 08:48:15,228.49,6.03,49.93,1.37,1.0,28.9,Normal
2026-02-15 15:46:30,183.22,19.21,49.42,3.07,0.87,36.09,LG Fault
2026-01-12 01:47:20,118.86,23.38,47.79,1.93,0.69,55.33,LLG Fault
2026-03-14 09:39:41,228.47,5.34,49.94,1.19,0.98,33.13,Normal
2026-02-23 05:45:34,199.16,16.52,49.59,2.8,0.85,43.85,LG Fault
2026-05-03 09:03:44,81.82,31.89,47.4,1.46,0.56,71.74,LLL Fault
2026-01-26 06:43:03,230.39,7.17,49.98,1.65,1.0,29.49,Normal
2026-01-15 11:09:53,133.5,22.2,48.64,2.34,0.79,49.24,LLG Fault
2026-06-13 17:25:37,143.75,33.93,48.19,3.18,0.65,65.35,LLL Fault
2026-02-16 16:43:01,104.2,29.89,48.8,2.08,0.67,48.36,LLG Fault
2026-02-04 21:01:46,116.23,43.29,47.33,2.7,0.54,71.09,LLL Fault
2026-01-20 05:10:39,214.66,13.02,49.19,2.55,0.91,36.2,LG Fault
2026-06-20 12:20:42,231.48,7.16,50.0,1.63,0.98,30.47,Normal
2026-06-12 20:46:56,181.4,18.06,49.2,2.84,0.87,35.33,LG Fault
2026-04-03 23:24:18,162.4,24.36,48.78,3.14,0.79,44.84,LL Fault
2026-02-04 07:21:00,178.52,20.25,49.35,2.62,0.72,51.52,LL Fault
2026-05-25 09:29:18,194.01,18.19,49.17,2.97,0.84,53.72,LL Fault
2026-02-15 07:28:25,208.79,15.56,49.42,2.84,0.87,40.95,LG Fault
2026-01-28 05:19:24,228.49,7.53,50.09,1.69,0.98,32.34,Normal
2026-04-13 21:12:25,190.91,17.76,49.26,2.76,0.81,44.64,LG Fault
2026-01-12 11:09:15,140.57,40.66,47.29,3.08,0.54,64.92,LLL Fault
2026-02-24 14:33:30,212.98,13.62,49.78,2.64,0.91,40.76,LG Fault
2026-06-25 20:49:37,228.05,6.98,49.96,1.59,1.0,31.89,Normal
2026-04-09 16:04:39,229.55,6.81,49.96,1.53,0.98,29.07,Normal
2026-06-30 20:57:16,228.71,5.56,50.05,1.24,0.97,33.22,Normal
2026-06-26 10:44:40,96.92,34.77,48.3,1.73,0.51,61.57,LLL Fault
2026-01-09 17:55:40,124.75,30.87,48.92,2.42,0.63,63.65,LLG Fault
2026-06-24 10:38:21,198.23,21.58,49.0,3.62,0.85,45.79,LL Fault
2026-02-12 14:10:22,190.67,11.42,49.7,2.05,0.94,38.18,LG Fault
2026-03-22 21:40:07,155.81,21.72,47.75,2.34,0.69,61.56,LLG Fault
2026-05-03 07:58:37,228.09,6.0,50.03,1.33,0.97,31.81,Normal
2026-01-27 10:59:01,185.83,18.24,49.53,2.89,0.85,37.79,LG Fault
2026-02-14 11:31:33,164.07,26.79,47.6,3.0,0.68,63.0,LLG Fault
2026-03-07 20:00:55,134.89,38.65,47.44,2.92,0.56,72.56,LLL Fault
2026-05-27 11:16:01,230.84,5.7,50.07,1.31,1.0,28.83,Normal
2026-02-06 16:33:05,231.83,7.27,49.92,1.65,0.98,27.75,Normal
2026-03-10 13:59:43,230.77,5.53,49.94,1.27,0.99,34.84,Normal
2026-04-03 21:00:01,158.54,33.29,47.92,4.04,0.76,61.66,LLG Fault
2026-01-02 07:49:52,118.14,43.53,47.58,3.14,0.61,59.66,LLL Fault
2026-05-09 09:01:45,229.99,7.76,49.91,1.74,0.97,28.11,Normal
2026-03-30 15:54:55,172.85,26.34,48.96,3.3,0.72,52.84,LLG Fault
2026-02-07 22:55:32,169.85,21.96,48.97,2.41,0.65,59.53,LLG Fault
2026-01-17 08:42:47,124.9,33.13,48.39,2.41,0.58,71.09,LLL Fault
2026-02-02 03:34:44,131.55,21.69,47.88,2.04,0.72,54.83,LLG Fault
2026-04-14 02:06:43,231.54,6.6,49.95,1.52,0.99,30.74,Normal
2026-06-17 07:19:56,187.16,18.03,49.09,2.99,0.89,36.0,LG Fault
2026-02-11 12:56:51,190.92,17.65,49.57,3.19,0.95,35.84,LG Fault
2026-01-21 05:32:36,113.03,22.17,47.92,1.85,0.74,57.01,LLG Fault
2026-06-16 22:13:16,135.75,34.47,47.73,3.16,0.68,60.57,LLG Fault
2026-02-15 10:02:30,171.4,20.41,49.1,2.58,0.74,45.2,LL Fault
2026-03-29 22:38:39,229.34,7.35,49.91,1.66,0.99,33.93,Normal
2026-01-24 17:18:30,163.98,19.17,49.12,2.6,0.83,51.07,LL Fault
2026-02-09 18:55:39,217.41,12.53,49.15,2.24,0.82,35.98,LG Fault
2026-06-02 09:29:07,190.78,19.17,49.4,3.28,0.9,37.39,LG Fault
2026-01-21 00:13:43,126.92,33.35,47.92,2.55,0.6,68.04,LLL Fault
2026-05-01 15:46:25,140.52,28.07,48.01,2.92,0.74,53.16,LLG Fault
2026-03-02 21:38:28,144.57,27.97,47.82,3.11,0.77,48.68,LLG Fault
2026-04-14 23:44:53,230.15,7.35,49.94,1.66,0.98,30.29,Normal
2026-03-09 03:00:20,228.35,6.26,50.07,1.39,0.98,29.51,Normal
2026-01-19 18:00:26,228.49,5.41,50.02,1.23,1.0,34.56,Normal
2026-04-12 07:31:09,139.19,20.12,48.68,2.18,0.78,48.88,LLG Fault
2026-05-07 10:50:31,205.9,13.33,49.3,2.23,0.81,35.1,LG Fault
2026-04-03 11:49:01,194.39,13.94,49.65,2.52,0.93,36.63,LG Fault
2026-02-08 18:35:00,192.49,24.85,48.74,3.48,0.73,40.31,LL Fault
2026-01-15 03:03:12,231.51,6.24,49.98,1.44,1.0,34.33,Normal
2026-01-02 06:49:46,230.56,5.27,49.96,1.18,0.97,30.8,Normal
2026-03-28 11:51:34,113.11,34.02,48.99,2.92,0.76,62.89,LLG Fault
2026-02-08 19:31:24,198.07,14.6,49.33,2.64,0.91,39.91,LG Fault
2026-05-13 01:26:41,185.25,17.4,48.87,2.31,0.72,50.52,LL Fault
2026-04-10 13:08:47,231.11,6.16,50.02,1.42,1.0,29.23,Normal
2026-04-02 05:24:37,166.07,21.5,48.55,2.93,0.82,50.13,LL Fault
2026-06-05 11:30:16,133.74,20.88,47.79,2.09,0.75,58.12,LLG Fault
2026-01-19 13:43:09,193.18,17.61,49.41,2.73,0.8,49.01,LL Fault
2026-03-27 13:22:40,136.28,40.69,48.48,2.88,0.52,71.05,LLL Fault
2026-03-31 10:10:39,231.61,6.14,49.93,1.4,0.99,28.11,Normal
2026-06-27 14:57:59,124.53,33.66,47.09,2.12,0.51,66.12,LLL Fault
2026-02-18 15:43:37,152.93,25.94,48.57,2.65,0.67,54.54,LLG Fault
2026-01-28 03:22:56,122.29,41.26,47.1,3.14,0.62,63.29,LLL Fault
2026-01-01 05:11:40,205.62,13.74,49.18,2.34,0.83,39.06,LG Fault
2026-02-25 22:13:31,147.41,32.59,48.33,3.18,0.66,59.61,LLG Fault
2026-02-19 09:55:55,231.82,7.69,50.0,1.74,0.98,33.2,Normal
2026-05-13 17:20:12,166.53,16.83,48.69,2.3,0.82,43.2,LL Fault
2026-01-12 21:12:32,181.99,18.91,49.12,3.12,0.91,41.87,LG Fault
2026-02-19 12:43:35,151.01,16.86,49.44,2.26,0.89,49.88,LL Fault
2026-04-06 00:38:52,155.23,18.1,49.24,2.35,0.84,52.28,LL Fault
2026-02-17 07:06:52,230.87,6.78,50.01,1.54,0.98,33.62,Normal
2026-01-02 00:36:28,142.77,38.15,47.59,2.95,0.54,73.02,LLL Fault
2026-06-15 04:28:13,230.53,5.76,50.09,1.3,0.98,34.61,Normal
2026-05-09 08:57:01,201.04,17.66,49.73,2.85,0.8,36.35,LG Fault
2026-01-01 10:03:17,135.76,32.8,47.7,3.15,0.71,50.54,LLG Fault
2026-04-02 07:30:49,228.15,6.29,50.05,1.43,1.0,32.42,Normal
2026-06-11 10:54:22,124.3,22.0,48.15,1.8,0.66,48.04,LLG Fault
2026-04-27 04:49:28,228.9,7.49,50.05,1.69,0.99,28.88,Normal
2026-05-04 00:02:14,105.5,22.32,47.91,1.84,0.78,56.81,LLG Fault
2026-04-04 20:37:23,170.05,24.44,48.37,3.27,0.79,56.97,LLG Fault
2026-02-24 20:26:10,179.86,26.41,48.34,2.87,0.6,62.5,LLG Fault
2026-04-12 16:41:17,126.75,30.5,48.3,2.44,0.63,63.89,LLG Fault
2026-03-31 09:19:13,187.53,22.66,49.3,3.71,0.87,45.34,LL Fault
2026-05-06 11:35:16,218.43,14.03,49.47,2.48,0.81,39.94,LG Fault
2026-06-06 03:22:28,125.56,33.21,47.66,2.23,0.53,65.44,LLL Fault
2026-02-21 00:20:09,160.01,20.72,47.88,2.65,0.8,52.58,LLG Fault
2026-04-19 19:34:55,229.33,6.02,50.01,1.38,1.0,31.46,Normal
2026-05-05 02:31:50,229.07,6.89,49.91,1.55,0.98,30.43,Normal
2026-03-01 13:00:10,107.31,37.16,48.45,2.43,0.61,71.64,LLL Fault
2026-05-29 03:31:01,176.57,23.13,48.98,2.97,0.73,41.29,LL Fault
2026-05-17 06:32:36,228.37,6.56,50.03,1.45,0.97,34.95,Normal
2026-03-17 02:57:51,193.98,18.66,49.22,2.69,0.74,40.06,LL Fault
2026-03-25 05:15:28,152.03,18.8,48.89,2.11,0.74,53.85,LL Fault
2026-05-22 02:27:03,120.98,39.12,48.25,3.17,0.67,74.68,LLL Fault
2026-04-09 11:14:39,108.1,32.28,47.77,2.05,0.59,64.76,LLL Fault
2026-05-26 13:40:13,81.39,38.27,47.66,1.69,0.54,67.71,LLL Fault
2026-01-03 17:25:53,111.65,44.82,47.43,3.42,0.68,60.03,LLL Fault
2026-07-06 04:17:57,189.01,16.9,48.92,2.47,0.77,40.28,LL Fault
2026-02-22 01:58:10,113.08,44.94,47.06,3.04,0.6,68.44,LLL Fault
2026-02-25 13:57:05,192.45,19.77,49.7,3.54,0.93,43.37,LG Fault
2026-02-18 22:13:41,106.54,20.43,48.75,1.4,0.64,45.21,LLG Fault
2026-01-12 22:55:45,90.32,34.85,47.41,1.85,0.59,57.85,LLL Fault
2026-06-21 09:58:02,164.94,18.89,49.39,2.45,0.79,47.51,LL Fault
2026-04-14 05:14:53,178.11,33.34,48.76,4.53,0.76,61.25,LLG Fault
2026-03-30 01:57:27,215.68,10.27,49.32,2.03,0.92,41.08,LG Fault
2026-05-01 15:12:16,180.75,21.36,49.25,3.37,0.87,54.98,LL Fault
2026-03-26 15:38:00,205.97,15.75,49.33,2.93,0.9,37.61,LG Fault
2026-01-10 10:04:57,184.18,22.28,48.51,3.14,0.77,44.09,LL Fault
2026-06-18 23:54:02,159.78,20.08,49.3,2.45,0.76,53.48,LL Fault
2026-04-15 09:46:51,230.52,6.7,50.01,1.5,0.97,26.86,Normal
2026-05-13 15:55:38,165.19,22.6,48.75,2.81,0.75,40.54,LL Fault
2026-04-19 17:21:44,180.94,24.18,49.01,3.88,0.89,49.09,LL Fault
2026-04-14 22:45:32,171.37,22.1,48.64,3.0,0.79,45.73,LL Fault
2026-05-02 20:11:35,228.09,5.93,49.97,1.32,0.98,31.23,Normal
2026-02-22 11:31:26,204.01,16.82,49.6,2.88,0.84,40.31,LG Fault
2026-01-13 23:57:17,228.87,6.92,50.04,1.58,1.0,26.49,Normal
2026-06-16 03:46:24,150.6,16.43,48.74,1.95,0.79,53.53,LL Fault
2026-03-21 22:33:06,231.04,7.93,49.96,1.78,0.97,30.45,Normal
2026-03-05 10:39:10,231.78,7.52,49.92,1.71,0.98,26.27,Normal
2026-05-08 05:34:08,228.46,5.77,49.9,1.28,0.97,28.6,Normal
2026-02-11 00:59:32,158.61,24.6,48.73,2.86,0.73,42.82,LL Fault
2026-02-28 06:08:34,217.63,16.31,49.15,2.84,0.8,38.56,LG Fault
2026-01-03 06:28:48,217.88,19.65,49.67,3.98,0.93,43.41,LG Fault
2026-03-31 21:28:01,213.59,17.59,49.39,3.15,0.84,41.4,LG Fault
2026-05-29 14:11:56,116.37,40.79,47.9,3.18,0.67,55.56,LLL Fault
2026-06-04 14:06:32,180.67,15.21,49.2,2.53,0.92,35.93,LG Fault
2026-06-15 11:06:48,228.28,5.82,49.94,1.29,0.97,27.12,Normal
2026-02-15 23:55:39,94.88,39.92,48.01,2.25,0.59,73.95,LLL Fault
2026-04-16 00:57:48,123.03,21.5,48.54,1.78,0.67,52.64,LLG Fault
2026-01-05 19:34:04,177.23,20.1,49.34,2.83,0.79,43.35,LL Fault
2026-03-20 08:29:13,215.9,14.55,49.05,2.89,0.92,42.48,LG Fault
2026-03-25 13:50:02,131.97,44.55,47.64,3.06,0.52,64.03,LLL Fault
2026-04-12 19:30:43,136.02,22.54,48.93,2.33,0.76,55.16,LLG Fault
2026-03-04 16:36:57,125.99,31.74,47.54,2.79,0.7,56.26,LLL Fault
2026-04-24 08:30:10,183.01,17.2,49.14,2.71,0.86,41.36,LG Fault
2026-05-27 03:55:21,213.89,11.24,49.76,2.17,0.9,41.93,LG Fault
2026-03-01 01:20:36,136.86,20.64,48.71,2.15,0.76,64.87,LLG Fault
2026-04-29 17:06:03,209.77,13.01,49.08,2.58,0.95,38.83,LG Fault
2026-04-06 15:57:27,198.24,11.78,49.52,2.05,0.88,42.9,LG Fault
2026-02-09 20:18:05,231.26,5.68,49.91,1.29,0.98,26.71,Normal
2026-02-02 23:06:24,228.94,7.68,50.0,1.74,0.99,28.65,Normal
2026-02-08 01:12:38,92.83,43.77,48.23,2.18,0.54,67.84,LLL Fault
2026-01-02 08:37:50,115.52,25.9,48.17,2.39,0.8,59.0,LLG Fault
2026-04-28 21:35:48,150.22,34.68,47.95,3.39,0.65,55.68,LLG Fault
2026-07-08 04:28:48,187.31,16.4,48.79,2.57,0.84,52.11,LL Fault
2026-01-21 10:36:08,198.16,18.28,49.58,3.32,0.92,44.66,LG Fault
2026-03-10 03:47:48,140.02,23.45,48.5,2.35,0.71,47.22,LLG Fault
2026-02-21 07:00:01,180.61,24.53,49.45,3.67,0.83,54.14,LL Fault
2026-02-06 06:33:41,103.2,38.59,47.44,2.3,0.58,56.06,LLL Fault
2026-05-08 14:43:57,172.75,22.73,49.05,3.14,0.8,43.62,LL Fault
2026-01-16 18:31:49,149.06,27.83,48.99,2.58,0.62,51.47,LLG Fault
2026-06-17 06:08:42,231.92,5.03,50.08,1.16,1.0,30.28,Normal
2026-05-02 23:48:55,229.79,7.42,50.08,1.7,1.0,25.64,Normal
2026-04-11 23:46:23,229.47,5.02,49.99,1.12,0.98,30.76,Normal
2026-01-29 02:51:55,181.04,19.08,49.36,2.8,0.81,42.51,LL Fault
2026-06-15 22:52:52,127.96,35.75,47.82,3.16,0.69,70.1,LLL Fault
2026-03-21 22:55:27,119.52,40.61,47.34,3.34,0.69,56.07,LLL Fault
2026-06-06 19:47:07,229.55,6.64,49.99,1.52,0.99,26.84,Normal
2026-06-19 19:01:01,171.54,22.32,48.68,2.89,0.76,51.82,LL Fault
2026-04-04 13:55:27,230.23,7.05,50.0,1.59,0.98,26.18,Normal
2026-05-04 11:09:49,215.4,16.81,49.63,3.02,0.83,41.8,LG Fault
2026-05-10 06:13:29,118.57,44.95,48.25,3.61,0.68,66.57,LLL Fault
2026-01-24 07:53:44,130.27,36.63,47.4,3.02,0.63,66.03,LLL Fault
2026-06-23 15:26:22,117.76,22.56,48.98,1.97,0.74,57.3,LLG Fault
2026-02-17 07:08:49,192.08,18.18,48.82,2.93,0.84,40.61,LL Fault
2026-01-10 02:50:09,95.43,42.11,47.56,2.74,0.68,62.4,LLL Fault
2026-02-10 17:59:32,118.41,41.67,47.94,2.99,0.61,62.9,LLL Fault
2026-06-18 22:09:35,176.64,20.98,48.74,3.01,0.81,52.18,LL Fault
2026-03-04 20:03:53,137.45,40.01,48.02,3.35,0.61,71.46,LLL Fault
2026-02-18 07:54:08,228.11,5.64,50.06,1.27,0.99,34.64,Normal
2026-06-24 23:43:01,97.5,39.62,47.38,2.34,0.61,64.56,LLL Fault
2026-04-22 18:59:33,114.7,22.49,48.84,1.69,0.66,55.03,LLG Fault
2026-07-08 16:25:54,162.86,26.13,48.99,3.23,0.76,62.7,LLG Fault
2026-06-02 12:58:04,136.59,33.15,48.19,2.56,0.57,57.97,LLL Fault
2026-03-23 22:05:01,141.62,33.23,48.44,2.89,0.61,68.69,LLL Fault
2026-03-03 10:32:11,229.9,5.48,50.01,1.25,0.99,30.05,Normal
2026-04-11 21:30:23,141.74,34.6,47.99,3.57,0.73,49.86,LLG Fault
2026-04-16 12:41:29,230.96,6.36,49.94,1.44,0.98,29.42,Normal
2026-02-26 01:25:16,128.76,25.5,48.54,2.6,0.79,58.61,LLG Fault
2026-07-08 08:32:59,158.88,22.97,48.74,2.26,0.62,64.76,LLG Fault
2026-03-05 06:35:45,216.12,10.34,49.35,2.07,0.92,41.5,LG Fault
2026-04-10 02:54:12,231.13,6.86,49.94,1.57,0.99,33.25,Normal
2026-07-08 15:44:34,163.06,24.39,49.15,3.49,0.88,51.6,LL Fault
2026-01-26 08:12:55,153.43,23.89,49.03,2.87,0.78,43.28,LL Fault
2026-07-06 19:34:15,164.12,15.02,48.75,2.07,0.84,41.72,LL Fault
2026-05-25 16:31:45,108.26,27.14,48.64,1.96,0.67,64.48,LLG Fault
2026-01-15 00:21:21,141.72,33.13,47.64,3.21,0.68,62.23,LLG Fault
2026-03-31 15:27:23,97.02,33.51,47.19,2.16,0.66,64.55,LLL Fault
2026-04-05 05:54:36,179.7,20.42,48.95,3.12,0.85,42.26,LL Fault
2026-01-05 04:51:07,229.53,6.03,50.02,1.36,0.98,31.16,Normal
2026-04-20 18:31:56,228.5,5.62,49.97,1.28,1.0,30.97,Normal
2026-04-14 09:52:33,145.41,37.43,47.26,3.2,0.59,58.13,LLL Fault
2026-02-11 21:13:46,92.56,33.16,47.97,1.69,0.55,56.29,LLL Fault
2026-02-14 04:24:25,154.93,32.82,47.83,3.44,0.68,46.61,LLG Fault
2026-02-02 22:23:38,192.44,23.33,48.57,3.56,0.79,51.3,LL Fault
2026-01-13 17:24:59,171.74,30.48,47.6,3.98,0.76,47.01,LLG Fault
2026-07-08 03:31:38,128.51,32.11,48.75,2.64,0.64,46.22,LLG Fault
2026-04-03 00:15:18,146.92,36.95,47.87,3.42,0.63,67.93,LLL Fault
2026-02-09 01:32:54,228.11,7.09,50.07,1.61,0.99,31.13,Normal
